member_id,age,country,balance,lead_score
MEM_03356,41,Germany,134318.21,0.8892716621385963
MEM_09252,31,France,140931.82,0.8638936994809734
MEM_08394,69,France,154953.94,0.8618640482280706
MEM_07184,23,Germany,187861.18,0.8570519112157107
MEM_04994,52,Germany,167194.36,0.8564696070324327
MEM_04571,20,Germany,180293.84,0.8529691867837408
MEM_00656,25,Spain,193858.2,0.8507193636623422
MEM_01820,23,Spain,124577.33,0.848201568789659
MEM_03299,34,France,0.0,0.843638764141331
MEM_07776,63,France,0.0,0.8416729476137447
MEM_08243,29,France,148874.01,0.838506703056369
MEM_03651,79,France,61811.23,0.8380303040497111
MEM_06670,43,Spain,0.0,0.8365212505469569
MEM_08970,61,Spain,0.0,0.8356240723989936
MEM_03647,67,France,94203.8,0.8320097864961131
MEM_04444,31,France,139395.08,0.8320009011199315
MEM_00396,33,France,54503.55,0.8315233552263425
MEM_09215,37,Germany,134171.8,0.8311351260509895
MEM_02376,31,Spain,0.0,0.8310084851340994
MEM_04556,18,France,98894.39,0.8306898754477607
MEM_01639,32,Germany,170291.22,0.8281618686380333
MEM_01501,31,France,144162.3,0.823671446848361
MEM_02990,19,Germany,125860.2,0.8210065632628569
MEM_01662,40,Germany,139022.24,0.8203751004885703
MEM_09112,73,France,0.0,0.8195752998425735
MEM_07596,40,Germany,137456.28,0.8171730957705671
MEM_01248,28,Spain,0.0,0.8171106173080023
MEM_05647,19,France,127649.64,0.8154967814460256
MEM_07268,27,Germany,172310.33,0.8134014080574994
MEM_08552,22,France,76318.64,0.8133228077215571
MEM_01604,31,France,152663.77,0.8130853142837287
MEM_09158,31,Spain,118158.74,0.8130574728470853
MEM_09860,30,France,191091.74,0.8130215146831514
MEM_07847,20,Spain,133313.34,0.8126581135453961
MEM_03775,22,Germany,93547.23,0.8120124263338011
MEM_07755,34,France,0.0,0.8103106802403675
MEM_09811,31,Germany,128927.93,0.810109012392812
MEM_06306,33,France,0.0,0.8095507943323121
MEM_07865,30,Spain,0.0,0.8090481441352265
MEM_02393,28,Germany,147972.19,0.8084805758030903
MEM_06982,50,France,0.0,0.8078800543647006
MEM_09009,54,Germany,156367.6,0.8073357654159101
MEM_03031,22,France,174852.89,0.8069064634274499
MEM_02136,18,France,133550.67,0.8069004750649377
MEM_09394,35,Germany,131101.04,0.806429569883575
MEM_05688,23,Germany,104592.55,0.8063272168997968
MEM_00552,25,Spain,128509.63,0.80609869803753
MEM_06749,24,Spain,79263.9,0.8054602391094269
MEM_04902,30,France,176166.56,0.8043432252226516
MEM_04163,35,France,0.0,0.8040982980982427
MEM_04394,24,Germany,107637.97,0.8035922564612393
MEM_07999,26,France,142662.68,0.8016174371981032
MEM_02518,50,France,95813.76,0.8001444765288762
MEM_01411,30,Germany,84958.6,0.7999341993940549
MEM_09501,18,Germany,142872.36,0.7996570270293883
MEM_09264,60,Spain,0.0,0.7994047023119345
MEM_04327,30,Germany,139676.95,0.798414352794223
MEM_04527,38,France,189443.72,0.7978492213319915
MEM_02046,34,Germany,120018.86,0.7963959453363594
MEM_08334,37,France,0.0,0.7956808517412957
MEM_00510,31,Germany,67238.98,0.7944558561208148
MEM_05600,37,France,165896.22,0.7937436144281937
MEM_01072,23,Spain,0.0,0.792636730074796
MEM_03613,25,Germany,172812.72,0.7915861649375115
MEM_02643,27,France,193125.85,0.791079711827681
MEM_01848,35,Germany,141665.63,0.790010466295494
MEM_02767,27,Germany,171283.91,0.7898159158486847
MEM_07750,25,France,0.0,0.7889094146916673
MEM_04186,29,France,148654.84,0.7888997930251923
MEM_09432,28,Germany,171932.26,0.788746684504663
MEM_00019,24,France,0.0,0.7887086429461025
MEM_09716,39,Germany,115730.71,0.7886672786909814
MEM_07601,31,France,0.0,0.7865637045362639
MEM_05765,30,France,143396.54,0.7861099452729046
MEM_08390,48,France,90044.32,0.7859981779766885
MEM_08230,32,Germany,162657.64,0.7857295229616529
MEM_04899,32,France,192122.84,0.7856688965568488
MEM_05508,75,France,0.0,0.7855669938818634
MEM_01603,36,Germany,166287.85,0.7853939892310607
MEM_02411,31,Germany,135020.21,0.7853095621276263
MEM_08391,38,Germany,84651.79,0.785107262483499
MEM_08061,31,Spain,0.0,0.7850678334155811
MEM_01139,57,Spain,109679.72,0.7850575452662658
MEM_08812,26,France,137998.2,0.7842910738102387
MEM_08911,32,Germany,169947.41,0.784222483621646
MEM_09863,43,Germany,131433.33,0.7831012114061813
MEM_09848,38,Spain,119658.49,0.7813899277586337
MEM_07680,25,Spain,0.0,0.7812301495162044
MEM_05930,30,France,0.0,0.780774238146694
MEM_01634,23,Spain,0.0,0.7796353235408378
MEM_04027,39,Germany,139822.11,0.7785949484647151
MEM_08534,31,France,0.0,0.7777394588896523
MEM_04318,77,Germany,76510.52,0.7775669656425075
MEM_05242,40,Germany,81954.6,0.7774098797591542
MEM_00752,35,France,107749.03,0.7764739407417454
MEM_03536,29,France,174851.9,0.7763892308970448
MEM_06653,23,Germany,197715.93,0.7756818597564138
MEM_08933,32,France,0.0,0.7755427505954603
MEM_06648,26,France,120923.52,0.7751109523977823
MEM_01644,37,France,0.0,0.7749784696311897
